,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Selling General And Administration,Selling And Marketing Expense,General And Administrative Expense
GS71.F,-67625000.0,0.125,9624000000.0,-541000000.0,-541000000.0,4928000000.0,2294000000.0,8565000000.0,9083000000.0,6789000000.0,-735000000.0,725000000.0,48000000.0,5401375000.0,4928000000.0,22983000000.0,6745000000.0,4111000000.0,4052000000.0,1.199,1.216,4928000000.0,4928000000.0,0.0,4928000000.0,5308000000.0,5308000000.0,756000000.0,6064000000.0,-704000000.0,-735000000.0,725000000.0,48000000.0,7345000000.0,14418000000.0,21763000000.0,8565000000.0,30328000000.0,30328000000.0,9385000000.0,,9385000000.0
TYEKF,10965000.0,0.255,1783000000.0,43000000.0,43000000.0,-2072000000.0,3121000000.0,34878000000.0,1826000000.0,-1295000000.0,-96000000.0,288000000.0,167000000.0,-2104035000.0,-2072000000.0,39283000000.0,-1457000000.0,622531741.0,622531741.0,-3.33,-3.33,-2072000000.0,-2072000000.0,0.0,-2072000000.0,-1986000000.0,-1986000000.0,403000000.0,-1583000000.0,43000000.0,-96000000.0,288000000.0,167000000.0,-1747000000.0,4405000000.0,2658000000.0,34878000000.0,37535000000.0,37535000000.0,4103000000.0,2417000000.0,1686000000.0
ACE.F,-62490803.067442,0.389419,787991000.0,-160472000.0,-160472000.0,228128000.0,171130000.0,4426364000.0,627519000.0,456389000.0,-25332000.0,101044000.0,79641000.0,326109196.932558,228128000.0,6069729000.0,374153000.0,498520166.0,498520166.0,0.46,0.46,228128000.0,228128000.0,0.0,228128000.0,216967000.0,216967000.0,138378000.0,355345000.0,-158102000.0,-25332000.0,101044000.0,79641000.0,538249000.0,1643365000.0,2181614000.0,4426364000.0,6607978000.0,6607978000.0,28429000.0,,28429000.0
TLLXY,-14790000.0,0.102,,-145000000.0,-145000000.0,1581000000.0,121000000.0,,,2972000000.0,-255000000.0,143000000.0,3965000000.0,1711210000.0,1581000000.0,20196000000.0,,,,,,1581000000.0,1581000000.0,,1581000000.0,2545000000.0,2540000000.0,289000000.0,2829000000.0,-145000000.0,-255000000.0,143000000.0,108000000.0,,,,,23025000000.0,23025000000.0,,,
CCHGY,-4620600.0,0.302,1398400000.0,-15300000.0,-15300000.0,636500000.0,386500000.0,6626600000.0,1383100000.0,996600000.0,-32400000.0,86300000.0,55700000.0,647179400.0,636500000.0,9224800000.0,953600000.0,368300000.0,367800000.0,1.73,1.73,636500000.0,636500000.0,0.0,636500000.0,635700000.0,635700000.0,274600000.0,910300000.0,-15300000.0,-32400000.0,86300000.0,55700000.0,959200000.0,2598200000.0,3557400000.0,6626600000.0,10184000000.0,10184000000.0,2598200000.0,1888900000.0,709300000.0
TAGOF,-1467683.1,0.1833,-411798000.0,-8007000.0,-8007000.0,-396917000.0,11835000.0,934146000.0,-419805000.0,-431640000.0,-66021000.0,71522000.0,6562000.0,-390377683.1,-396917000.0,1044473000.0,,190155000.0,175444000.0,-2.26,-2.26,-388263000.0,-396917000.0,0.0,-396917000.0,-410939000.0,-410939000.0,-92223000.0,-503162000.0,-8007000.0,-66021000.0,71522000.0,6562000.0,285318000.0,110327000.0,395645000.0,934146000.0,1329791000.0,1329791000.0,13865000.0,2288000.0,11577000.0
BDSB.F,-35536104.8,0.2947,,-120584000.0,-120584000.0,1332181000.0,518965000.0,,,,4723218000.0,3935538000.0,8658756000.0,1417228895.2,1332181000.0,,,5401123639.0,5401123639.0,0.23,0.23,1216790000.0,1216790000.0,115391000.0,1332181000.0,1333603000.0,1333603000.0,557175000.0,1890778000.0,-124858000.0,,,,,3575808000.0,,,6282479000.0,6282479000.0,816268000.0,96682000.0,719586000.0
VNNVF,65669700.0,0.281,-8138600000.0,233700000.0,233700000.0,-6137000000.0,464700000.0,2756900000.0,-7904900000.0,-8369600000.0,-649400000.0,815600000.0,167200000.0,-6305030300.0,-6285100000.0,4179300000.0,,823760285.0,823760285.0,-7.634214,-7.634214,-6285100000.0,-6285100000.0,0.0,-6285100000.0,-6756200000.0,-6608100000.0,-2577100000.0,-9185200000.0,43200000.0,-649400000.0,815600000.0,167200000.0,1049200000.0,1422400000.0,2471600000.0,2756900000.0,5228500000.0,5228500000.0,189200000.0,34700000.0,154500000.0
ICAGY,-917000.0,0.131,6221000000.0,-7000000.0,-7000000.0,2655000000.0,2063000000.0,22756000000.0,6214000000.0,4151000000.0,-624000000.0,1095000000.0,386000000.0,2661083000.0,2655000000.0,25922000000.0,3507000000.0,,,,,2670000000.0,2655000000.0,0.0,2655000000.0,2655000000.0,2655000000.0,401000000.0,3056000000.0,2000000.0,-624000000.0,1095000000.0,386000000.0,3531000000.0,3166000000.0,6697000000.0,22756000000.0,29453000000.0,29453000000.0,1155000000.0,1155000000.0,
SY1U.F,3689400.0,0.258,837659000.0,14300000.0,14300000.0,340473000.0,292291000.0,3037616000.0,851959000.0,559668000.0,-94413000.0,94719000.0,14613000.0,329862400.0,340473000.0,4194356000.0,559362000.0,559088216.0,559088216.0,0.61,0.61,340473000.0,340473000.0,0.0,340473000.0,344944000.0,344944000.0,120005000.0,464949000.0,14300000.0,-94413000.0,94719000.0,14613000.0,535831000.0,1156740000.0,1692571000.0,3037616000.0,4730187000.0,4730187000.0,951622000.0,675828000.0,275794000.0
GZFB.F,-1791097486.671744,0.261742,24186000000.0,-6749000000.0,-6843000000.0,2208000000.0,11020000000.0,56992000000.0,17437000000.0,6417000000.0,-1905000000.0,2478000000.0,702000000.0,7353902513.328256,2208000000.0,70935000000.0,6098000000.0,2433000000.0,2422000000.0,0.87,0.88,2129000000.0,2129000000.0,79000000.0,2208000000.0,2903000000.0,2903000000.0,1031000000.0,3939000000.0,-6590000000.0,-1905000000.0,2478000000.0,702000000.0,11631000000.0,13943000000.0,25574000000.0,56992000000.0,82566000000.0,82566000000.0,,,
PER0.F,-12100000.0,0.22,3689000000.0,-55000000.0,-55000000.0,2262000000.0,417000000.0,4891000000.0,3634000000.0,3217000000.0,-297000000.0,279000000.0,7000000.0,2304900000.0,2262000000.0,8817000000.0,3265000000.0,1284391265.0,1280241400.0,1.762,1.768,2262000000.0,2262000000.0,0.0,2262000000.0,2283000000.0,2283000000.0,651000000.0,2938000000.0,-55000000.0,-297000000.0,279000000.0,7000000.0,3320000000.0,3926000000.0,7246000000.0,4891000000.0,12137000000.0,12137000000.0,1939000000.0,1939000000.0,
PHIA.AS,1020000.0,0.17,1035000000.0,6000000.0,6000000.0,-456000000.0,1261000000.0,10721000000.0,1041000000.0,-220000000.0,-266000000.0,306000000.0,46000000.0,-460980000.0,-466000000.0,18337000000.0,-115000000.0,958452262.0,958452262.0,-0.488177,-0.488177,-466000000.0,-466000000.0,,-466000000.0,-463000000.0,-454000000.0,-73000000.0,-526000000.0,53000000.0,-266000000.0,306000000.0,46000000.0,-168000000.0,7616000000.0,7448000000.0,10721000000.0,18169000000.0,17779000000.0,5132000000.0,4524000000.0,608000000.0
ZEG.F,-68460000.0,0.14,13911000000.0,-489000000.0,-489000000.0,5955000000.0,4934000000.0,8268000000.0,13422000000.0,8488000000.0,-1288000000.0,1589000000.0,301000000.0,6375540000.0,5955000000.0,37089000000.0,8193000000.0,1562000000.0,1549000000.0,3.81,3.84,5955000000.0,5955000000.0,0.0,5955000000.0,5961000000.0,5961000000.0,938000000.0,6899000000.0,-529000000.0,-1288000000.0,1589000000.0,301000000.0,8722000000.0,28821000000.0,37543000000.0,8268000000.0,45811000000.0,45811000000.0,18222000000.0,18222000000.0,
CVVTF,4500000.0,0.15,1106000000.0,30000000.0,30000000.0,-198000000.0,894000000.0,12071000000.0,1136000000.0,242000000.0,-101000000.0,169000000.0,70000000.0,-223500000.0,-198000000.0,14221000000.0,,189262192.0,189262192.0,-1.05,-1.05,-198000000.0,-198000000.0,0.0,-198000000.0,-202000000.0,-202000000.0,275000000.0,73000000.0,29000000.0,-101000000.0,169000000.0,70000000.0,156000000.0,2150000000.0,2306000000.0,12071000000.0,14377000000.0,14377000000.0,1849000000.0,1489000000.0,360000000.0
INTC,21420000.0,0.21,11140000000.0,102000000.0,102000000.0,1689000000.0,9602000000.0,32517000000.0,11242000000.0,1640000000.0,629000000.0,878000000.0,1335000000.0,1608420000.0,1689000000.0,54197000000.0,93000000.0,4212000000.0,4190000000.0,0.4,0.4,1689000000.0,1689000000.0,,1689000000.0,1675000000.0,1675000000.0,-913000000.0,762000000.0,-152000000.0,629000000.0,878000000.0,1335000000.0,31000000.0,21680000000.0,21711000000.0,32517000000.0,54228000000.0,54228000000.0,5634000000.0,,
NGLD.F,-516990000.0,0.19,9991000000.0,-2721000000.0,-2721000000.0,283000000.0,2685000000.0,15608000000.0,7270000000.0,4585000000.0,-563000000.0,990000000.0,427000000.0,2487010000.0,283000000.0,24145000000.0,3904000000.0,2440000000.0,2428000000.0,0.115,0.115,283000000.0,283000000.0,0.0,283000000.0,1344000000.0,1344000000.0,2251000000.0,3595000000.0,-2748000000.0,-563000000.0,990000000.0,427000000.0,6507000000.0,8537000000.0,15044000000.0,15608000000.0,30652000000.0,30652000000.0,2749000000.0,2749000000.0,
CRRFY,-145632000.0,0.328,4781000000.0,-443000000.0,-444000000.0,917000000.0,2296000000.0,68278000000.0,4338000000.0,2042000000.0,-519000000.0,703000000.0,176000000.0,1216368000.0,1659000000.0,82673000000.0,1749000000.0,3596128350.0,3570850925.0,0.462,0.464,1659000000.0,1659000000.0,0.0,1659000000.0,1642000000.0,900000000.0,439000000.0,1339000000.0,-454000000.0,-519000000.0,703000000.0,176000000.0,2235000000.0,14395000000.0,16630000000.0,68278000000.0,84910000000.0,84910000000.0,3583000000.0,682000000.0,2901000000.0
SK3.F,-53200000.0,0.28,2058000000.0,-190000000.0,-190000000.0,758000000.0,635000000.0,7485000000.0,1868000000.0,1233000000.0,-148000000.0,178000000.0,30000000.0,894800000.0,758000000.0,9869000000.0,1251000000.0,260000000.0,258000000.0,2.912,2.935,758000000.0,758000000.0,0.0,758000000.0,759000000.0,759000000.0,296000000.0,1055000000.0,-191000000.0,-148000000.0,178000000.0,30000000.0,1403000000.0,2384000000.0,3787000000.0,7485000000.0,11272000000.0,11272000000.0,2384000000.0,927000000.0,1457000000.0
DTEA.F,-306590000.0,0.31,44056000000.0,-989000000.0,-989000000.0,4092000000.0,23975000000.0,44486000000.0,43067000000.0,19092000000.0,-5592000000.0,7124000000.0,1532000000.0,4774410000.0,17788000000.0,90142000000.0,20798000000.0,4976000000.0,4976000000.0,3.57,3.57,17788000000.0,17788000000.0,0.0,17788000000.0,21992000000.0,8296000000.0,3672000000.0,11968000000.0,-1030000000.0,-5592000000.0,7124000000.0,1532000000.0,21166000000.0,45656000000.0,66822000000.0,44486000000.0,111308000000.0,111308000000.0,640000000.0,,640000000.0
WDP0.F,-1075947000.0,0.289,15834000000.0,-3723000000.0,-3723000000.0,2354000000.0,5369000000.0,59201000000.0,12111000000.0,6742000000.0,-1209000000.0,1973000000.0,764000000.0,5001053000.0,2354000000.0,79906000000.0,,1830000000.0,1828000000.0,1.29,1.29,2354000000.0,2354000000.0,,2354000000.0,3390000000.0,3390000000.0,1379000000.0,4769000000.0,-3892000000.0,-1209000000.0,1973000000.0,764000000.0,8992000000.0,20705000000.0,29697000000.0,59201000000.0,88898000000.0,88898000000.0,15336000000.0,,
SCOTF,307400.0,0.265,283274000.0,1160000.0,1160000.0,178778000.0,36331000.0,-1423000.0,284434000.0,248103000.0,-4570000.0,4994000.0,756000.0,177925400.0,178778000.0,264294000.0,,73692164.0,73691314.0,2.43,2.43,178778000.0,178778000.0,0.0,178778000.0,178758000.0,178758000.0,64351000.0,243109000.0,1338000.0,-4570000.0,4994000.0,756000.0,244820000.0,265717000.0,510537000.0,-1423000.0,509114000.0,509114000.0,54470000.0,48397000.0,6073000.0
SBRY.L,0.0,0.4,1790000000.0,,,137000000.0,1178000000.0,30364000000.0,1790000000.0,612000000.0,-254000000.0,335000000.0,81000000.0,137000000.0,137000000.0,32168000000.0,532000000.0,2394000000.0,2334800000.0,0.057,0.059,137000000.0,137000000.0,0.0,137000000.0,137000000.0,137000000.0,140000000.0,277000000.0,,-254000000.0,335000000.0,81000000.0,532000000.0,1804000000.0,2336000000.0,30364000000.0,32700000000.0,32700000000.0,1862000000.0,,1862000000.0
MKKGY,2431000.0,0.187,5672000000.0,13000000.0,13000000.0,2824000000.0,1880000000.0,8600000000.0,5685000000.0,3805000000.0,-151000000.0,321000000.0,172000000.0,2813431000.0,2824000000.0,17416000000.0,3609000000.0,2173889390.0,2173889390.0,1.298,1.298,2824000000.0,2824000000.0,0.0,2824000000.0,2834000000.0,2834000000.0,650000000.0,3484000000.0,-23000000.0,-151000000.0,321000000.0,172000000.0,3577000000.0,8816000000.0,12393000000.0,8600000000.0,20993000000.0,20993000000.0,5306000000.0,3914000000.0,1392000000.0
BPAQF,-2057220000.0,0.33,49786000000.0,-6234000000.0,-6234000000.0,15239000000.0,15928000000.0,162058000000.0,43552000000.0,27624000000.0,-1964000000.0,3875000000.0,1249000000.0,19415780000.0,15239000000.0,179081000000.0,,17750078000.0,17360288000.0,0.8585,0.8778,15238000000.0,15238000000.0,0.0,15239000000.0,15880000000.0,15880000000.0,7869000000.0,23749000000.0,-6234000000.0,-1964000000.0,3875000000.0,1249000000.0,31049000000.0,17023000000.0,48072000000.0,162058000000.0,210130000000.0,210130000000.0,16772000000.0,,16772000000.0
AIQUF,-116181000.0,0.234,7206900000.0,-496500000.0,-496500000.0,3078000000.0,2482000000.0,11146800000.0,6710400000.0,4228400000.0,-416200000.0,73100000.0,69400000.0,3458319000.0,3078000000.0,22539600000.0,4571500000.0,524034850.0,522110068.0,5.87,5.9,3078000000.0,3078000000.0,0.0,3078000000.0,3188400000.0,3188400000.0,971800000.0,4155300000.0,-496500000.0,-416200000.0,73100000.0,69400000.0,5068000000.0,11392800000.0,16460800000.0,11146800000.0,27607600000.0,27607600000.0,,,
ZLDSF,-870000.0,0.15,578300000.0,-5800000.0,-5800000.0,83000000.0,334000000.0,6212700000.0,572500000.0,238500000.0,-39100000.0,85600000.0,46500000.0,87930000.0,83000000.0,9952200000.0,,261900000.0,259700000.0,0.32,0.32,83000000.0,83000000.0,0.0,83000000.0,83000000.0,83000000.0,69900000.0,152900000.0,,-39100000.0,85600000.0,46500000.0,190900000.0,3739500000.0,3930400000.0,6212700000.0,10143100000.0,10143100000.0,1243300000.0,752500000.0,490800000.0
PRU.L,-4039103.481164,0.183596,,-22000000.0,-22000000.0,1701000000.0,,,,2269000000.0,-172000000.0,172000000.0,4433000000.0,1718960896.518836,1701000000.0,9873000000.0,,2747000000.0,2741000000.0,0.619,0.621,1701000000.0,1701000000.0,,1701000000.0,1712000000.0,1712000000.0,385000000.0,2097000000.0,-22000000.0,-172000000.0,172000000.0,,,,,,11970000000.0,11970000000.0,,,
TSM,438032126.937512,0.130998,1520163000000.0,3343800000.0,3343800000.0,851740000000.0,532190900000.0,986625200000.0,1523506800000.0,991315900000.0,48294500000.0,11999400000.0,60293900000.0,848834232126.9375,851740000000.0,1240270200000.0,921465600000.0,5185860000.0,5185840000.0,164.25,164.25,851740000000.0,851740000000.0,,851740000000.0,851027700000.0,851027700000.0,128288800000.0,979316500000.0,6200000.0,48294500000.0,11999400000.0,60293900000.0,921465600000.0,253645000000.0,1175110600000.0,986625200000.0,2161735800000.0,2161735800000.0,71463500000.0,10590700000.0,60872800000.0
IES.F,-29254606.365159,0.278615,,-105000000.0,-105000000.0,7724000000.0,1657000000.0,,,,16936000000.0,15589000000.0,32525000000.0,7799745393.634841,7724000000.0,,,18370426095.0,18370426095.0,0.42,0.42,7724000000.0,7724000000.0,,7724000000.0,7752000000.0,7752000000.0,2994000000.0,10746000000.0,-156000000.0,,,,,13953000000.0,,,25925000000.0,25925000000.0,3169000000.0,190000000.0,2979000000.0
CCHBF,-4620600.0,0.302,1398400000.0,-15300000.0,-15300000.0,636500000.0,386500000.0,6626600000.0,1383100000.0,996600000.0,-32400000.0,86300000.0,55700000.0,647179400.0,636500000.0,9224800000.0,953600000.0,368300000.0,367800000.0,1.73,1.73,636500000.0,636500000.0,0.0,636500000.0,635700000.0,635700000.0,274600000.0,910300000.0,-15300000.0,-32400000.0,86300000.0,55700000.0,959200000.0,2598200000.0,3557400000.0,6626600000.0,10184000000.0,10184000000.0,2598200000.0,1888900000.0,709300000.0
MGNT.ME,-10755374291.111185,0.348354,249857693000.0,-5363026000.0,-30874850000.0,27932517000.0,133825452000.0,1814993574000.0,244494667000.0,110669215000.0,-66944534000.0,67804665000.0,13337582000.0,73563816708.88881,27932517000.0,2240286742000.0,98016523000.0,98644000.0,98023000.0,283.16,284.96,27932517000.0,27932517000.0,0.0,27932517000.0,27932517000.0,27932517000.0,14932033000.0,42864550000.0,-30874850000.0,-66944534000.0,67804665000.0,13337582000.0,111709681000.0,425293168000.0,537002849000.0,1814993574000.0,2351996423000.0,2351996423000.0,72247722000.0,20483567000.0,51764155000.0
HEN.F,-58491000.0,0.291,3123000000.0,-200000000.0,-201000000.0,1318000000.0,918000000.0,11853000000.0,2923000000.0,2005000000.0,-107000000.0,117000000.0,78000000.0,1461509000.0,1318000000.0,19302000000.0,2011000000.0,421086262.0,421086262.0,3.13,3.13,1318000000.0,1318000000.0,0.0,1318000000.0,1340000000.0,1339000000.0,549000000.0,1888000000.0,-201000000.0,-107000000.0,117000000.0,78000000.0,2212000000.0,7449000000.0,9661000000.0,11853000000.0,21514000000.0,21514000000.0,6866000000.0,5764000000.0,1102000000.0
ABJA.F,29445000.0,0.195,5682000000.0,151000000.0,151000000.0,3769000000.0,780000000.0,21021000000.0,5833000000.0,5053000000.0,-110000000.0,275000000.0,165000000.0,3647445000.0,3745000000.0,27881000000.0,4871000000.0,1867000000.0,1855000000.0,2.01,2.02,3745000000.0,3745000000.0,,3745000000.0,3824000000.0,3848000000.0,930000000.0,4778000000.0,148000000.0,-110000000.0,275000000.0,165000000.0,4354000000.0,6860000000.0,11214000000.0,21021000000.0,32235000000.0,32235000000.0,5543000000.0,3415000000.0,2128000000.0
HINKF,17420000.0,0.052,5737000000.0,335000000.0,335000000.0,2304000000.0,2876000000.0,20077000000.0,6072000000.0,3196000000.0,-603000000.0,674000000.0,90000000.0,1986420000.0,2304000000.0,27265000000.0,3229000000.0,563979620.0,563448845.0,4.09,4.09,2304000000.0,2304000000.0,0.0,2304000000.0,2401000000.0,2401000000.0,121000000.0,2522000000.0,420000000.0,-603000000.0,674000000.0,90000000.0,3097000000.0,7188000000.0,10285000000.0,20077000000.0,30362000000.0,30362000000.0,,,
LHA.F,11520000.0,0.16,5230000000.0,72000000.0,72000000.0,1921000000.0,2392000000.0,30201000000.0,5302000000.0,2910000000.0,-355000000.0,593000000.0,238000000.0,1860520000.0,1673000000.0,33177000000.0,2456000000.0,1195534545.0,1195534545.0,1.4,1.4,1673000000.0,1673000000.0,0.0,1673000000.0,1689000000.0,1937000000.0,380000000.0,2317000000.0,107000000.0,-355000000.0,593000000.0,238000000.0,2265000000.0,2976000000.0,5241000000.0,30201000000.0,35442000000.0,35442000000.0,1060000000.0,637000000.0,423000000.0
BNPQF,-7325000.0,0.293,,-25000000.0,-25000000.0,8028000000.0,6245000000.0,,,,19058000000.0,60484000000.0,79542000000.0,8045675000.0,10975000000.0,,,1200367337.0,1200367337.0,8.58,8.58,10298000000.0,10298000000.0,677000000.0,10975000000.0,11406000000.0,8459000000.0,3266000000.0,11725000000.0,-123000000.0,,,,,44818000000.0,,,59735000000.0,59735000000.0,,,
ICHGF,-771000.0,0.257,1278000000.0,-3000000.0,-3000000.0,750000000.0,150000000.0,3206000000.0,1275000000.0,1125000000.0,-87000000.0,115000000.0,39000000.0,752229000.0,750000000.0,3590000000.0,1066000000.0,170000000.0,169000000.0,4.412,4.438,750000000.0,750000000.0,0.0,750000000.0,750000000.0,750000000.0,260000000.0,1010000000.0,-3000000.0,-87000000.0,115000000.0,39000000.0,1034000000.0,384000000.0,1418000000.0,3206000000.0,4624000000.0,4624000000.0,338000000.0,,338000000.0
FUPBY,-2980000.0,0.298,524000000.0,-10000000.0,-10000000.0,282000000.0,98000000.0,2396000000.0,514000000.0,416000000.0,-7000000.0,13000000.0,6000000.0,289020000.0,282000000.0,3124000000.0,,539391600.0,539391600.0,0.52,0.52,282000000.0,282000000.0,0.0,282000000.0,283000000.0,283000000.0,120000000.0,403000000.0,-7000000.0,-7000000.0,13000000.0,6000000.0,417000000.0,728000000.0,1145000000.0,2396000000.0,3541000000.0,3541000000.0,279000000.0,223000000.0,56000000.0
J2BA.F,0.0,0.224,2422000000.0,0.0,0.0,1199000000.0,714000000.0,3682000000.0,2422000000.0,1708000000.0,-142000000.0,157000000.0,18000000.0,1199000000.0,1199000000.0,5403000000.0,1694000000.0,921000000.0,913000000.0,1.302,1.313,1199000000.0,1199000000.0,0.0,1199000000.0,1203000000.0,1203000000.0,348000000.0,1551000000.0,,-142000000.0,157000000.0,18000000.0,1694000000.0,1721000000.0,3415000000.0,3682000000.0,7097000000.0,7097000000.0,539000000.0,539000000.0,
GMVHY,-209931000.0,0.19,1060200000.0,-1104900000.0,-1104900000.0,-870800000.0,556100000.0,1862600000.0,-44700000.0,-600800000.0,-230400000.0,241800000.0,12400000.0,24169000.0,-928600000.0,4357100000.0,-644700000.0,617500000.0,616000000.0,-1.507,-1.507,-928600000.0,-928600000.0,0.0,-928600000.0,-936500000.0,-878700000.0,36100000.0,-842600000.0,-1014300000.0,-230400000.0,241800000.0,12400000.0,412500000.0,2494500000.0,2907000000.0,1862600000.0,4769600000.0,4769600000.0,645200000.0,627600000.0,17600000.0
FO4N.F,9843137.254902,0.17577,,56000000.0,56000000.0,953000000.0,342000000.0,,,1703000000.0,-275000000.0,275000000.0,1927000000.0,913843137.254902,953000000.0,8421000000.0,,183821000.0,183671000.0,5.19,5.19,953000000.0,953000000.0,,953000000.0,1177000000.0,1177000000.0,251000000.0,1428000000.0,56000000.0,-275000000.0,275000000.0,,,,,,9849000000.0,9849000000.0,,,
CGM.F,-65008000.0,0.272,3429000000.0,-239000000.0,-239000000.0,1663000000.0,700000000.0,16474000000.0,3190000000.0,2490000000.0,-24000000.0,186000000.0,171000000.0,1836992000.0,1663000000.0,19938000000.0,2346000000.0,,,,,1663000000.0,1663000000.0,0.0,1663000000.0,1668000000.0,1668000000.0,626000000.0,2304000000.0,-238000000.0,-24000000.0,186000000.0,171000000.0,2584000000.0,3464000000.0,6048000000.0,16474000000.0,22522000000.0,22522000000.0,3057000000.0,1598000000.0,1459000000.0
LNXSF,-68598000.0,0.111,763000000.0,-618000000.0,-618000000.0,-843000000.0,996000000.0,5446000000.0,145000000.0,-851000000.0,-118000000.0,96000000.0,10000000.0,-293598000.0,443000000.0,6764000000.0,-668000000.0,86346303.0,86346303.0,5.13,5.13,443000000.0,443000000.0,0.0,443000000.0,444000000.0,-842000000.0,-105000000.0,-947000000.0,-615000000.0,-118000000.0,96000000.0,10000000.0,-50000000.0,1318000000.0,1268000000.0,5446000000.0,6714000000.0,6714000000.0,1212000000.0,933000000.0,279000000.0
UNLYF,-55189000.0,0.241,12221000000.0,-229000000.0,-229000000.0,6487000000.0,1578000000.0,34429000000.0,11992000000.0,10414000000.0,-633000000.0,1075000000.0,442000000.0,6660811000.0,6487000000.0,49563000000.0,9758000000.0,2532400000.0,2515900000.0,2.56,2.58,6487000000.0,6487000000.0,0.0,6487000000.0,7140000000.0,7140000000.0,2199000000.0,9339000000.0,-315000000.0,-633000000.0,1075000000.0,442000000.0,10041000000.0,15134000000.0,25175000000.0,34429000000.0,59604000000.0,59604000000.0,14295000000.0,8546000000.0,5749000000.0
FRTAY,-4800928.5,0.2885,514744000.0,-14005000.0,-16641000.0,154600000.0,250290000.0,1651700000.0,500739000.0,250449000.0,-23884000.0,30749000.0,6365000.0,169076071.5,154600000.0,2364590000.0,,237801196.0,237801196.0,0.65,0.65,154600000.0,154600000.0,0.0,154600000.0,156300000.0,156300000.0,63400000.0,219700000.0,-16641000.0,-23884000.0,30749000.0,6365000.0,262710000.0,712890000.0,975600000.0,1651700000.0,2627300000.0,2627300000.0,119300000.0,119300000.0,
SMMNY,0.0,0.209,3781000000.0,,,1509000000.0,1557000000.0,13971000000.0,3781000000.0,2224000000.0,-207000000.0,296000000.0,85000000.0,1509000000.0,1509000000.0,19547000000.0,,2247104000.0,2238944000.0,0.67,0.675,1509000000.0,1509000000.0,0.0,1509000000.0,1525000000.0,1525000000.0,403000000.0,1928000000.0,,-207000000.0,296000000.0,85000000.0,2133000000.0,5576000000.0,7709000000.0,13971000000.0,21680000000.0,21680000000.0,3607000000.0,,3607000000.0
IRAO.ME,-2859970968.489755,0.192022,225039000000.0,-14894000000.0,-14894000000.0,133112000000.0,30409000000.0,1031813000000.0,210145000000.0,179736000000.0,32259000000.0,11505000000.0,43424000000.0,145146029031.51025,133112000000.0,1220021000000.0,124884000000.0,73538489000.0,73538489000.0,1.8101,1.8101,133112000000.0,133112000000.0,0.0,133112000000.0,135927000000.0,135927000000.0,32304000000.0,168231000000.0,-14894000000.0,32259000000.0,11505000000.0,43424000000.0,139778000000.0,188208000000.0,327986000000.0,1031813000000.0,1359799000000.0,1359799000000.0,3391000000.0,3391000000.0,
SCCTY,307400.0,0.265,283274000.0,1160000.0,1160000.0,178778000.0,36331000.0,-1423000.0,284434000.0,248103000.0,-4570000.0,4994000.0,756000.0,177925400.0,178778000.0,264294000.0,,147384328.0,147382628.0,1.215,1.215,178778000.0,178778000.0,0.0,178778000.0,178758000.0,178758000.0,64351000.0,243109000.0,1338000.0,-4570000.0,4994000.0,756000.0,244820000.0,265717000.0,510537000.0,-1423000.0,509114000.0,509114000.0,54470000.0,48397000.0,6073000.0
SEJU.F,428575100.0,0.2599,4365000000.0,1976000000.0,1649000000.0,3444000000.0,1433000000.0,12603000000.0,6341000000.0,4908000000.0,90000000.0,152000000.0,230000000.0,2550575100.0,3444000000.0,20351000000.0,3309000000.0,1725494244.0,1671181968.0,1.175,1.2125,3480000000.0,3444000000.0,0.0,3444000000.0,3520000000.0,3520000000.0,1236000000.0,4756000000.0,-603000000.0,90000000.0,152000000.0,230000000.0,3300000000.0,7748000000.0,11048000000.0,12603000000.0,23651000000.0,23651000000.0,,,
HFG0.F,-3270000.0,0.15,361700000.0,-21800000.0,-21800000.0,19400000.0,231300000.0,2675600000.0,339900000.0,108600000.0,-27700000.0,35300000.0,7600000.0,37930000.0,19400000.0,7462300000.0,112500000.0,704400000.0,688000000.0,0.025,0.0275,17600000.0,19400000.0,0.0,19400000.0,18100000.0,18100000.0,55200000.0,73300000.0,-21800000.0,-27700000.0,35300000.0,7600000.0,134300000.0,4786700000.0,4921000000.0,2675600000.0,7596600000.0,7596600000.0,1450500000.0,1328700000.0,121800000.0
